9, 0.02, 3448, 499, 6.796875
9, 0.03, 4663, 499, 6.843750
9, 0.06, 3406, 499, 6.171875
9, 0.03, 3867, 499, 6.484375
9, 0.08, 5859, 499, 5.140625
9, 0.05, 3155, 499, 6.531250
9, 0.04, 4564, 499, 5.828125
9, 0.04, 5043, 499, 6.281250
9, 0.04, 4351, 499, 6.171875
9, 0.05, 3624, 499, 5.875000
9, 0.04, 3292, 499, 6.203125
9, 0.03, 4111, 499, 6.406250
9, 0.05, 4341, 499, 6.515625
9, 0.04, 3069, 499, 6.218750
9, 0.04, 5721, 499, 5.953125
9, 0.07, 1328, 499, 5.843750
9, 0.04, 4355, 499, 6.468750
9, 0.07, 4109, 499, 5.000000
9, 0.06, 3597, 499, 5.734375
9, 0.04, 4104, 499, 5.359375
9, 0.06, 2107, 499, 5.500000
9, 0.07, 3175, 499, 5.187500
9, 0.11, 2934, 499, 5.140625
9, 0.04, 3357, 499, 5.796875
9, 0.04, 3208, 499, 6.656250
9, 0.04, 3551, 499, 6.203125
9, 0.05, 2983, 499, 6.671875
9, 0.05, 3173, 499, 6.250000
9, 0.05, 3311, 499, 6.015625
9, 0.06, 2192, 499, 6.140625
9, 0.07, 3113, 499, 5.781250
9, 0.04, 3325, 499, 5.750000
9, 0.04, 2078, 499, 6.687500
9, 0.05, 3996, 499, 6.531250
9, 0.05, 4365, 499, 6.484375
9, 0.08, 2590, 499, 4.343750
9, 0.06, 4412, 499, 5.781250
9, 0.04, 3134, 499, 6.265625
9, 0.06, 2999, 499, 6.000000
9, 0.04, 3967, 499, 6.093750
9, 0.03, 3607, 499, 6.703125
9, 0.08, 2928, 499, 5.156250
9, 0.06, 3763, 499, 5.453125
9, 0.04, 3407, 499, 6.359375
9, 0.05, 3792, 499, 6.734375
9, 0.04, 3219, 499, 6.687500
9, 0.04, 3379, 499, 6.625000
9, 0.04, 3617, 499, 6.640625
9, 0.05, 2027, 499, 6.468750
9, 0.11, 3618, 499, 5.203125
9, 0.06, 4205, 499, 6.125000
9, 0.06, 3522, 499, 6.078125
9, 0.07, 3926, 499, 5.046875
9, 0.05, 4173, 499, 5.171875
9, 0.05, 5805, 499, 6.453125
9, 0.05, 2367, 499, 6.531250
9, 0.04, 4129, 499, 6.453125
9, 0.05, 2946, 499, 7.171875
9, 0.05, 6464, 499, 6.968750
9, 0.03, 3868, 499, 6.968750
9, 0.05, 5891, 500, 6.062500
9, 0.04, 4851, 499, 6.890625
9, 0.05, 4865, 499, 6.031250
9, 0.05, 4804, 499, 6.890625
9, 0.05, 3991, 499, 7.093750
9, 0.04, 4219, 499, 6.906250
9, 0.04, 5111, 499, 7.187500
9, 0.04, 3291, 499, 7.031250
9, 0.05, 2151, 499, 6.531250
9, 0.05, 3692, 499, 5.781250
9, 0.05, 3721, 499, 6.125000
9, 0.05, 5438, 499, 6.156250
9, 0.04, 4650, 499, 6.640625
9, 0.07, 2180, 499, 5.531250
9, 0.04, 4491, 499, 6.375000
9, 0.05, 3825, 499, 5.953125
9, 0.04, 3000, 499, 6.734375
9, 0.04, 2949, 499, 6.859375
9, 0.04, 3581, 499, 6.984375
9, 0.05, 5069, 499, 6.828125
9, 0.03, 2951, 499, 6.796875
9, 0.06, 4303, 499, 5.921875
9, 0.05, 3745, 499, 5.296875
9, 0.05, 6542, 499, 5.796875
9, 0.06, 2413, 499, 6.203125
9, 0.04, 6028, 499, 6.140625
9, 0.06, 4572, 499, 5.984375
9, 0.06, 3364, 499, 5.515625
9, 0.05, 3215, 499, 5.515625
9, 0.05, 4450, 499, 4.921875
9, 0.05, 3106, 499, 5.859375
9, 0.08, 3262, 499, 5.609375
9, 0.04, 2998, 499, 5.765625
9, 0.04, 2849, 499, 6.078125
9, 0.09, 2488, 499, 5.390625
9, 0.06, 3263, 499, 4.968750
9, 0.05, 3372, 499, 5.312500
9, 0.04, 4649, 499, 5.937500
9, 0.04, 3547, 499, 5.968750
9, 0.05, 4622, 499, 6.171875
