9, 0.02, 699, 499, 0.566104, 3.323161, 1638567926.138124
9, 0.02, 546, 499, 0.491978, 2.697111, 1638567928.838113
9, 0.02, 292, 292, 0.274366, 1.490316, 1638567930.330835
9, 0.02, 292, 292, 0.263653, 1.449251, 1638567931.781780
9, 0.02, 547, 499, 0.468678, 2.642960, 1638567934.426641
9, 0.02, 292, 292, 0.264386, 1.445743, 1638567935.874257
8, 0.52, 1925, 499, 11.422693, 66.535442, 1638568002.411671
8, 0.79, 1925, 499, 12.187121, 67.620528, 1638568070.034621
9, 0.02, 698, 499, 0.644808, 3.410588, 1638568073.447387
8, 0.02, 292, 292, 0.275278, 1.466693, 1638568074.916026
7, 0.50, 343, 343, 0.362146, 1.986105, 1638568076.903955
9, 0.02, 547, 499, 0.483896, 2.664715, 1638568079.571651
8, 0.52, 343, 342, 0.372741, 1.988397, 1638568081.562063
9, 0.04, 1041, 499, 0.979036, 5.194190, 1638568086.758286
9, 0.02, 293, 292, 0.280218, 1.534791, 1638568088.295529
9, 0.02, 546, 499, 0.494418, 2.676989, 1638568090.974687
9, 0.02, 547, 499, 0.534739, 2.748641, 1638568093.725466
8, 0.50, 1090, 499, 0.984853, 5.489276, 1638568099.217084
9, 0.02, 292, 292, 0.267190, 1.479390, 1638568100.698305
9, 0.02, 292, 292, 0.274206, 1.489210, 1638568102.189715
8, 0.48, 1640, 499, 1.382714, 7.994886, 1638568110.186740
9, 0.02, 292, 292, 0.249949, 1.420174, 1638568111.609073
8, 0.49, 597, 499, 0.559392, 3.096883, 1638568114.707845
9, 0.02, 292, 292, 0.252474, 1.438816, 1638568116.148694
8, 0.02, 293, 292, 0.263495, 1.470885, 1638568117.621795
8, 0.48, 597, 499, 0.544875, 3.112731, 1638568120.736120
9, 0.02, 292, 292, 0.272626, 1.492470, 1638568122.230381
9, 0.02, 1041, 499, 0.915642, 5.039179, 1638568127.271873
9, 0.02, 293, 292, 0.267003, 1.459152, 1638568128.733435
7, 0.49, 1977, 499, 1.764570, 9.656039, 1638568138.391454
8, 0.02, 293, 292, 0.268330, 1.458443, 1638568139.854198
9, 0.02, 293, 292, 0.254950, 1.432024, 1638568141.288662
9, 0.59, 1924, 499, 11.435036, 66.337714, 1638568207.628287
8, 0.49, 597, 499, 0.534694, 3.063526, 1638568210.693555
