8, 0.53, 598, 499, 0.554469, 3.145700, 1638570007.546635
8, 0.51, 1925, 499, 11.231910, 66.004499, 1638570073.553427
9, 0.02, 292, 292, 0.252107, 1.453233, 1638570075.008712
9, 0.02, 292, 292, 0.249765, 1.450460, 1638570076.461027
8, 0.49, 597, 499, 0.533196, 3.058093, 1638570079.520839
8, 0.49, 1925, 499, 11.279582, 66.266267, 1638570145.789319
9, 0.02, 547, 499, 0.454112, 2.601847, 1638570148.393179
8, 0.56, 1925, 499, 11.202797, 66.140085, 1638570214.535260
9, 0.02, 293, 292, 0.258698, 1.446719, 1638570215.984195
9, 0.02, 292, 292, 0.248323, 1.409256, 1638570217.395422
9, 0.51, 1925, 499, 11.138209, 65.858976, 1638570283.256425
8, 0.49, 597, 499, 0.524894, 3.078529, 1638570286.337029
8, 0.49, 344, 343, 0.326439, 1.884798, 1638570288.224018
9, 0.02, 292, 292, 0.245306, 1.410182, 1638570289.636472
9, 0.02, 292, 291, 0.238627, 1.472458, 1638570291.111222
9, 0.02, 546, 499, 0.442880, 2.625025, 1638570293.738373
9, 0.02, 294, 293, 0.245613, 1.419363, 1638570295.159812
9, 0.02, 292, 292, 0.245025, 1.408819, 1638570296.570717
9, 0.02, 293, 292, 0.242883, 1.404443, 1638570297.977524
8, 0.49, 343, 342, 0.327948, 1.883106, 1638570299.862461
9, 0.02, 292, 292, 0.245482, 1.429402, 1638570301.293921
8, 0.52, 1924, 499, 8.700562, 53.519528, 1638570354.815761
8, 0.55, 1925, 499, 11.239845, 69.737228, 1638570424.555263
9, 0.02, 293, 292, 0.241944, 1.478827, 1638570426.036404
8, 0.51, 598, 499, 0.522480, 3.207671, 1638570429.246166
9, 0.02, 293, 292, 0.243907, 1.476894, 1638570430.724875
9, 0.02, 292, 292, 0.237838, 1.463147, 1638570432.189995
7, 0.51, 1587, 499, 1.750902, 10.831743, 1638570443.024257
9, 0.02, 292, 292, 0.246901, 1.493883, 1638570444.520087
8, 0.50, 344, 343, 0.324260, 1.948950, 1638570446.471352
8, 0.55, 1925, 499, 11.136749, 69.669053, 1638570516.142304
8, 0.51, 598, 499, 0.519823, 3.186181, 1638570519.330563
7, 0.02, 866, 499, 0.688569, 4.243700, 1638570523.576345
8, 0.51, 871, 499, 0.770033, 4.780548, 1638570528.359142
9, 0.02, 294, 293, 0.239673, 1.469937, 1638570529.831039
9, 0.02, 293, 292, 0.240032, 1.466506, 1638570531.299709
9, 0.02, 292, 292, 0.238998, 1.454472, 1638570532.755992
8, 0.52, 1926, 499, 10.754577, 67.568542, 1638570600.326368
8, 2.10, 1925, 499, 11.614329, 61.842856, 1638570662.171568
9, 0.25, 292, 292, 0.408222, 1.769913, 1638570663.943834
9, 6.16, 292, 292, 0.245381, 7.615182, 1638570671.561162
9, 0.02, 292, 292, 0.239436, 1.480027, 1638570673.043136
9, 0.02, 546, 499, 0.440208, 2.695048, 1638570675.740019
9, 0.02, 293, 292, 0.242231, 1.473330, 1638570677.215122
9, 0.02, 547, 499, 0.438982, 2.721551, 1638570679.938592
8, 4.10, 1925, 499, 11.938609, 72.899435, 1638570752.840172
9, 0.02, 293, 292, 0.288020, 1.524984, 1638570754.367664
9, 0.49, 1037, 499, 1.033959, 5.740417, 1638570760.110198
9, 0.02, 293, 292, 0.276831, 1.481080, 1638570761.593146
7, 0.98, 1926, 499, 9.276259, 52.269912, 1638570813.864948
9, 0.02, 547, 499, 0.570730, 2.765935, 1638570816.632906
7, 0.51, 1587, 499, 1.844198, 10.486781, 1638570827.121899
7, 0.49, 343, 343, 0.315707, 1.868936, 1638570828.993362
9, 0.02, 293, 292, 0.263075, 1.481946, 1638570830.477082
8, 0.54, 598, 499, 0.607503, 3.212225, 1638570833.691790
9, 0.02, 1041, 499, 0.929694, 5.043290, 1638570838.737655
9, 0.02, 293, 292, 0.325686, 1.644323, 1638570840.383966
8, 0.57, 1925, 499, 12.123607, 67.466706, 1638570907.855065
8, 0.69, 1925, 499, 13.781822, 71.629050, 1638570979.486562
9, 0.02, 291, 291, 0.353658, 1.700444, 1638570981.189495
9, 0.02, 292, 292, 0.324241, 1.605373, 1638570982.797348
9, 0.02, 292, 292, 0.320041, 1.573285, 1638570984.373581
8, 0.81, 1925, 499, 13.832837, 72.231911, 1638571056.608082
8, 0.60, 1925, 499, 11.678687, 66.317739, 1638571122.928228
9, 0.02, 292, 292, 0.272179, 1.459743, 1638571124.390408
8, 0.48, 343, 342, 0.349496, 1.946177, 1638571126.338655
8, 0.58, 1925, 499, 11.581147, 66.038573, 1638571192.379184
9, 0.02, 547, 499, 0.452481, 2.598913, 1638571194.980550
9, 0.02, 293, 292, 0.249008, 1.424511, 1638571196.407171
8, 0.02, 293, 292, 0.244762, 1.420687, 1638571197.830601
9, 0.02, 292, 291, 0.247283, 1.430471, 1638571199.263626
8, 0.48, 596, 499, 0.527044, 3.058390, 1638571202.323900
8, 0.61, 1925, 499, 11.621116, 66.090902, 1638571268.416865
9, 0.02, 293, 292, 0.249637, 1.429244, 1638571269.848166
8, 0.83, 1925, 499, 11.474278, 67.133900, 1638571336.983898
8, 0.49, 597, 499, 0.527195, 3.051253, 1638571340.037327
8, 0.02, 293, 292, 0.241213, 1.408815, 1638571341.448446
9, 0.02, 292, 292, 0.241381, 1.398983, 1638571342.849638
9, 0.02, 293, 292, 0.245342, 1.408802, 1638571344.260371
9, 0.02, 292, 292, 0.237724, 1.394339, 1638571345.656656
9, 0.02, 292, 292, 0.237901, 1.400435, 1638571347.059006
9, 0.02, 546, 499, 0.452790, 2.627088, 1638571349.688938
9, 0.02, 292, 291, 0.243534, 1.416465, 1638571351.107343
9, 0.02, 293, 292, 0.243740, 1.432863, 1638571352.542178
9, 0.02, 292, 292, 0.243953, 1.418396, 1638571353.962581
9, 0.02, 292, 292, 0.241163, 1.405439, 1638571355.369716
8, 0.53, 1925, 499, 11.329231, 68.610769, 1638571423.982937
8, 0.51, 596, 499, 0.522990, 3.182120, 1638571427.166957
